country,Holiday_Index_PCA,PC1,PC2,PC3,PC4,PC5,PC6,PC7
Bangladesh,0.45745859715405224,-2.1823408623483456,0.0044465736543093,0.3163954436282655,0.1426252194666556,0.5994399081734954,-0.8173672017588471,1.0366739539732257
Barbados,0.8750863621856159,2.0991490353588182,0.8363783820607105,1.298388737563668,-0.7901961689265243,1.1480377784710465,-0.8699995484673712,0.3143352327016899
Belarus,0.7415158165679839,0.3216666342789477,-0.0144767038099311,-1.2466398812502697,-0.4954380534713124,0.9716530417823512,-0.4207329472316437,-1.039738547701855
Belgium,0.900510863341519,2.058792515134364,-0.4114552489173484,0.4458924737522549,-0.8653005603030128,-0.0573597323252369,0.6370131090515209,0.307262757215813
Belize,0.808419873441833,0.4543740401662002,-0.5230225012897245,-1.4226892838878544,0.5680596965859772,-1.0272153637897137,0.4182775030262494,0.8615734580101554
Benin,0.7973239564558197,-0.2703120100816719,1.030307063212043,-0.107179678476538,-0.2754799641272961,-0.3387392178568091,0.4390668335079639,1.0775629174761825
Bhutan,0.8298972676929988,0.6038195323198301,-0.9166429033857164,-2.124600775752676,-0.1334381478174176,-0.2351321350428993,0.9627292941189948,0.1857896290421075
Bolivia,0.7548200909848855,-0.5043474941595057,0.0207102251519352,-1.929158725286236,0.4930999396521657,-1.1628139419858967,0.3412319754386993,-0.3041174839999145
Bosnia And Herzegovina,0.8092339481305758,0.2061156260420111,-0.3322229854153737,-1.8518788795996088,-0.0024145319647632,-0.556317823728705,0.6655506181649103,-0.0787100197218622
Botswana,0.3024884931104576,-2.719100282280935,-0.0996363131716659,2.3532920599925182,0.1033420930454551,0.5523620406414141,1.4252988064765169,-1.829059621242705
Brazil,0.1382701120488146,-3.380193425711083,-3.516468136847645,1.691084787995544,-0.9123063319086956,-1.086418453226074,-0.0963030537498328,0.399007170990592
Bulgaria,0.7299317990987249,-0.7746505916144933,0.8530869944251891,-0.170476555797896,-0.33733137018982,-0.6149684510667232,0.2332123841074249,0.3658051535217971
Burkina Faso,0.6820436424503138,-0.9390144996382336,1.363336055495282,0.3789073643204753,-0.2053668598353167,-0.1264173514988695,-0.5131312017784204,0.1553834790177465
Burundi,0.6505668362917221,-1.468292625792105,1.7652026164060837,0.7840233697613046,-0.5427421514039514,0.0689412353946115,0.4579704807827846,-0.7251441015193895
Cambodia,0.5342039174399068,-0.819581073243746,0.0751348817060607,0.2182284558728897,1.8734599300545511,1.3693573366557636,-0.174224658056164,1.2277695828885484
Cameroon,0.694119336463112,-1.0758421775194278,0.4365625493443795,-0.3087088428507594,0.0255692118582905,-0.6514008214516086,0.9114278372777112,0.7793542062089589
Canada,0.7532707350871345,2.0018808973295137,-2.204737681391153,-0.3569341603038527,-0.0945756208819801,0.3783248793745825,0.4595327892865248,-0.5053354354441616
Chad,0.7719159557228653,-0.0897280845500392,2.001888661640187,1.1123282369924272,0.2777303775451806,-0.4279278030569914,-0.2151082585796232,0.2413540881784805
Chile,0.4055292547361013,-0.8803754996087252,-2.350919994661021,-0.849207293733969,1.7317557847123817,0.9888182975613544,0.4480084465253439,-0.7564674692614456
China,0.0,-3.7520859442175607,-5.193884185920487,1.950351332179338,-2.7879090915017426,-0.9492069248016648,-1.572459978877939,0.0563636151298393
Colombia,0.6033276216518387,-1.1983938806415335,-0.8257117693079411,-1.2664453538295246,0.3321175977634285,-0.7053074944599823,0.3819129379392861,-0.040114670335549
Costa Rica,0.4814605616977807,-0.654449297614131,-1.2011214850601666,-0.4098060105776395,1.8723211051380209,1.1682575856729156,0.3325239895307254,-0.2127236445314662
Croatia,0.7208300667100707,0.1629206135842142,-0.8231734397810913,-0.9592048605152796,0.2086890174283257,-0.1927733762709463,0.7469081905785222,0.0837571400045793
Cuba,0.7491508172979251,-0.1553984613708257,0.3658002238651375,-0.9082471285632018,-0.5171304391763757,-0.169232691298537,-1.0551776566835855,0.1891079050381864
Cyprus,0.8717291134193522,0.8709335052758084,0.833797078874036,0.2588056981464697,-0.4125178825457364,-0.5601580228511387,0.4142272007293805,0.3871683533917159
Denmark,0.9990032465904485,3.5417319735741453,-0.8641791628145498,0.5130438566905854,-1.1972409036607754,0.807104424824467,0.8160799257009578,0.2124939756264098
Djibouti,0.8819517892833696,0.4802388298061082,2.4567256561968382,1.1806034346050798,-0.3112249086725093,-1.0700964622863771,0.0531071005683593,-0.4753297942326691
Dominica,0.8667065041056629,1.1077141065434748,0.5853806283187115,-0.2142161035671703,-0.3557431783057861,-0.1491395576650808,-0.5226060884876512,0.5436205138047586
Dominican Republic,0.4847874496166198,-0.881420878050073,-0.6879930948369561,0.1114065460307481,1.603419559668158,1.1911055828420145,0.033981511577161,0.4044661228782985
Ecuador,0.34224564257494994,-1.354670682813062,-2.45636565464903,-0.6461362065714416,1.4966832891285742,0.9361307761301668,0.4165901866874789,-1.2634005880570989
